product_id,product_name,category,brand,cutoff_month,target_start_month,target_end_month,future_3m_revenue,future_3m_quantity,future_revenue_rank,high_future_performance,hist_total_quantity,hist_total_revenue,hist_mean_monthly_quantity,hist_demand_cv,hist_sales_frequency,price,mrp,margin_percentage,discount_rate,shelf_life_days,best_model,classification_threshold,predicted_high_performance,probability_high_performance
654297,Potatoes,Fruits & Vegetables,Chandran-Dass,2024-05,2024-06,2024-08,106.0,8,254.0,0,25,331.25,1.7857142857142858,1.1451032872459752,0.5714285714285714,13.25,17.67,25.0,0.2501414827391059,3,Random Forest Balanced,0.5399999999999998,0,0.0
962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2024-05,2024-06,2024-08,33.72,2,257.0,0,23,387.78,1.6428571428571428,1.208158972308785,0.5714285714285714,16.86,24.09,30.0,0.30012453300124536,180,Random Forest Balanced,0.5399999999999998,0,0.0
124290,Lotion,Personal Care,Sachdev Group,2024-05,2024-06,2024-08,317.2,8,235.0,0,31,1229.1499999999999,2.2142857142857144,1.0654556347391357,0.6428571428571429,39.65,61.0,35.0,0.35000000000000003,365,Random Forest Balanced,0.5399999999999998,0,0.0
124290,Lotion,Personal Care,Sachdev Group,2024-07,2024-08,2024-10,158.6,4,243.0,0,39,1546.35,2.4375,0.9470764269541397,0.6875,39.65,61.0,35.0,0.35000000000000003,365,Random Forest Balanced,0.5399999999999998,0,0.0
704868,Detergent,Household Care,"Parikh, Oak and Kara",2024-05,2024-06,2024-08,1741.14,9,146.0,0,19,3675.74,1.3571428571428572,1.1777828256526333,0.5714285714285714,193.46,257.95,25.0,0.2500096918007365,365,Random Forest Balanced,0.5399999999999998,0,0.0
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",2024-05,2024-06,2024-08,199.26,9,245.0,0,24,531.36,1.7142857142857142,1.0591481821704043,0.5714285714285714,22.14,29.52,25.0,0.24999999999999997,365,Random Forest Balanced,0.5399999999999998,0,0.0
473647,Toothpaste,Personal Care,Ben-Ravi,2024-05,2024-06,2024-08,344.4,8,232.0,0,19,817.9499999999999,1.3571428571428572,1.0661080645433962,0.5714285714285714,43.05,66.23,35.0,0.34999245055110983,365,Random Forest Balanced,0.5399999999999998,0,0.0
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",2024-06,2024-07,2024-09,154.98000000000002,7,250.0,0,26,575.64,1.7333333333333334,1.0103019643510536,0.6,22.14,29.52,25.0,0.24999999999999997,365,Random Forest Balanced,0.5399999999999998,0,0.0
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",2024-07,2024-08,2024-10,462.65999999999997,6,220.0,0,43,3315.73,2.6875,0.9085853355962628,0.6875,77.11,102.81,25.0,0.24997568329928999,365,Random Forest Balanced,0.5399999999999998,0,0.0
709916,Detergent,Household Care,Varkey LLC,2024-06,2024-07,2024-09,270.08,8,237.0,0,23,776.48,1.5333333333333334,1.2042323419304666,0.5333333333333333,33.76,45.01,25.0,0.2499444567873806,365,Random Forest Balanced,0.5399999999999998,0,0.0
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",2024-07,2024-08,2024-10,88.56,4,248.0,0,30,664.2,1.875,0.9515679069207207,0.625,22.14,29.52,25.0,0.24999999999999997,365,Random Forest Balanced,0.5399999999999998,0,0.0
968887,Dish Soap,Household Care,Keer-Gill,2024-07,2024-08,2024-10,447.70000000000005,11,221.0,0,28,1139.6,1.75,1.1710800875382399,0.5625,40.7,54.27,25.0,0.25004606596646395,365,Random Forest Balanced,0.5399999999999998,0,0.0
654297,Potatoes,Fruits & Vegetables,Chandran-Dass,2024-06,2024-07,2024-09,92.75,7,251.0,0,26,344.5,1.7333333333333334,1.1428043098523366,0.6,13.25,17.67,25.0,0.2501414827391059,3,Random Forest Balanced,0.5399999999999998,0,0.0
818990,Tomatoes,Fruits & Vegetables,Dugar Group,2024-06,2024-07,2024-09,490.65000000000003,3,222.0,0,21,3434.55,1.4,1.1390241846837408,0.5333333333333333,163.55,218.07,25.0,0.25001146420874026,3,Random Forest Balanced,0.5399999999999998,0,0.0
968887,Dish Soap,Household Care,Keer-Gill,2024-05,2024-06,2024-08,651.2,16,210.0,0,18,732.6,1.2857142857142858,1.3446810556784363,0.5,40.7,54.27,25.0,0.25004606596646395,365,Random Forest Balanced,0.5399999999999998,0,0.0
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",2024-05,2024-06,2024-08,539.77,7,218.0,0,38,2930.18,2.7142857142857144,0.9632054588817505,0.6428571428571429,77.11,102.81,25.0,0.24997568329928999,365,Random Forest Balanced,0.5399999999999998,0,0.0
818990,Tomatoes,Fruits & Vegetables,Dugar Group,2024-05,2024-06,2024-08,490.65000000000003,3,221.0,0,21,3434.55,1.5,1.0701865002414976,0.5714285714285714,163.55,218.07,25.0,0.25001146420874026,3,Random Forest Balanced,0.5399999999999998,0,0.0
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",2024-06,2024-07,2024-09,462.65999999999997,6,225.0,0,40,3084.4,2.6666666666666665,0.9472705149910602,0.6666666666666666,77.11,102.81,25.0,0.24997568329928999,365,Random Forest Balanced,0.5399999999999998,0,0.0
704868,Detergent,Household Care,"Parikh, Oak and Kara",2024-06,2024-07,2024-09,2514.98,13,115.0,0,20,3869.2,1.3333333333333333,1.1572751247156894,0.6,193.46,257.95,25.0,0.2500096918007365,365,Random Forest Balanced,0.5399999999999998,0,0.0
11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,2024-07,2024-08,2024-10,127.16,1,246.0,0,24,3051.84,1.5,1.2171612389003692,0.625,127.16,169.55,25.0,0.25001474491300507,3,Random Forest Balanced,0.5399999999999998,0,0.0
818990,Tomatoes,Fruits & Vegetables,Dugar Group,2024-07,2024-08,2024-10,817.75,5,202.0,0,22,3598.1000000000004,1.375,1.122767144427579,0.5625,163.55,218.07,25.0,0.25001146420874026,3,Random Forest Balanced,0.5399999999999998,0,0.0
240179,Cough Syrup,Pharmacy,Ram-Suri,2024-06,2024-07,2024-09,181.12,2,248.0,0,36,3260.1600000000003,2.4,1.3529069232054152,0.6666666666666666,90.56,113.2,20.0,0.2,365,Random Forest Balanced,0.5399999999999998,0,0.0
124290,Lotion,Personal Care,Sachdev Group,2024-06,2024-07,2024-09,198.25,5,246.0,0,34,1348.1,2.2666666666666666,1.0069579977800114,0.6666666666666666,39.65,61.0,35.0,0.35000000000000003,365,Random Forest Balanced,0.5399999999999998,0,0.0
689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,2024-05,2024-06,2024-08,372.96,8,230.0,0,40,1864.7999999999997,2.857142857142857,1.1877580691240244,0.6428571428571429,46.62,77.7,40.0,0.4000000000000001,180,Random Forest Balanced,0.5399999999999998,0,0.000684931506849315
243235,Cat Food,Pet Care,Batta Inc,2024-05,2024-06,2024-08,1308.3600000000001,12,171.0,0,27,2943.8100000000004,1.9285714285714286,1.2111646920895422,0.5714285714285714,109.03,167.74,35.0,0.35000596160724934,365,Random Forest Balanced,0.5399999999999998,0,0.000684931506849315
578097,Nuts,Snacks & Munchies,Jha Group,2024-05,2024-06,2024-08,1605.66,6,152.0,0,19,5084.59,1.3571428571428572,1.1045881879643704,0.5714285714285714,267.61,411.71,35.0,0.35000364334118667,90,Random Forest Balanced,0.5399999999999998,0,0.0007142857142857143
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",2024-05,2024-06,2024-08,1113.6599999999999,9,179.0,0,27,3340.9799999999996,1.9285714285714286,1.1939667544541581,0.5714285714285714,123.74,164.99,25.0,0.2500151524334809,365,Random Forest Balanced,0.5399999999999998,0,0.0007692307692307692
704868,Detergent,Household Care,"Parikh, Oak and Kara",2024-07,2024-08,2024-10,2321.52,12,126.0,0,24,4643.04,1.5,1.0886621079036347,0.625,193.46,257.95,25.0,0.2500096918007365,365,Random Forest Balanced,0.5399999999999998,0,0.0007692307692307692
240179,Cough Syrup,Pharmacy,Ram-Suri,2024-07,2024-08,2024-10,181.12,2,241.0,0,38,3441.28,2.375,1.321461459071597,0.6875,90.56,113.2,20.0,0.2,365,Random Forest Balanced,0.5399999999999998,0,0.0008333333333333334
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2024-06,2024-07,2024-09,1179.84,12,183.0,0,22,2163.04,1.4666666666666666,0.9243843479139188,0.7333333333333333,98.32,151.26,35.0,0.3499933888668518,365,Random Forest Balanced,0.5399999999999998,0,0.001
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2024-07,2024-08,2024-10,1376.48,14,169.0,0,22,2163.04,1.375,0.9891978551807594,0.6875,98.32,151.26,35.0,0.3499933888668518,365,Random Forest Balanced,0.5399999999999998,0,0.001
118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",2024-05,2024-06,2024-08,36.96,3,256.0,0,24,295.68,1.7142857142857142,1.0341394704992382,0.6428571428571429,12.32,17.6,30.0,0.30000000000000004,180,Random Forest Balanced,0.5399999999999998,0,0.0010000000000000002
118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",2024-06,2024-07,2024-09,0.0,0,259.0,0,27,332.64,1.8,0.96682173541848,0.6666666666666666,12.32,17.6,30.0,0.30000000000000004,180,Random Forest Balanced,0.5399999999999998,0,0.0010000000000000002
118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",2024-07,2024-08,2024-10,36.96,3,251.0,0,27,332.64,1.6875,1.0313778567980652,0.625,12.32,17.6,30.0,0.30000000000000004,180,Random Forest Balanced,0.5399999999999998,0,0.0010000000000000002
449106,Soap,Personal Care,"Shere, Thakur and Naik",2024-06,2024-07,2024-09,339.84999999999997,7,234.0,0,23,1116.6499999999999,1.5333333333333334,1.2292018052560891,0.5333333333333333,48.55,74.69,35.0,0.3499799169902263,365,Random Forest Balanced,0.5399999999999998,0,0.0011111111111111111
490939,Lotion,Personal Care,"Roy, Barad and De",2024-07,2024-08,2024-10,882.75,11,195.0,0,21,1685.25,1.3125,1.3549271804783802,0.5625,80.25,123.46,35.0,0.3499919002105945,365,Random Forest Balanced,0.5399999999999998,0,0.0011111111111111111
449106,Soap,Personal Care,"Shere, Thakur and Naik",2024-07,2024-08,2024-10,388.4,8,225.0,0,26,1262.3,1.625,1.1430261920619516,0.5625,48.55,74.69,35.0,0.3499799169902263,365,Random Forest Balanced,0.5399999999999998,0,0.0011111111111111111
709916,Detergent,Household Care,Varkey LLC,2024-05,2024-06,2024-08,371.36,11,231.0,0,20,675.2,1.4285714285714286,1.3085517537750242,0.5,33.76,45.01,25.0,0.2499444567873806,365,Random Forest Balanced,0.5399999999999998,0,0.0011111111111111113
313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",2024-07,2024-08,2024-10,1229.3999999999999,9,175.0,0,37,5054.2,2.3125,1.1021372865892807,0.625,136.6,210.15,35.0,0.3499881037354271,90,Random Forest Balanced,0.5399999999999998,0,0.001217948717948718
313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",2024-06,2024-07,2024-09,1366.0,10,164.0,0,34,4644.4,2.2666666666666666,1.160873501381008,0.6,136.6,210.15,35.0,0.3499881037354271,90,Random Forest Balanced,0.5399999999999998,0,0.001217948717948718
962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2024-06,2024-07,2024-09,50.58,3,252.0,0,25,421.5,1.6666666666666667,1.1489125293076057,0.6,16.86,24.09,30.0,0.30012453300124536,180,Random Forest Balanced,0.5399999999999998,0,0.00125
962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2024-07,2024-08,2024-10,50.58,3,250.0,0,25,421.5,1.5625,1.21361168968222,0.5625,16.86,24.09,30.0,0.30012453300124536,180,Random Forest Balanced,0.5399999999999998,0,0.00125
133542,Detergent,Household Care,Edwin-Lall,2024-07,2024-08,2024-10,273.96,4,234.0,0,13,890.3699999999999,0.8125,1.5709392409063214,0.375,68.49,91.32,25.0,0.25,365,Random Forest Balanced,0.5399999999999998,0,0.00125
968887,Dish Soap,Household Care,Keer-Gill,2024-06,2024-07,2024-09,610.5,15,213.0,0,23,936.1,1.5333333333333334,1.253674049639028,0.5333333333333333,40.7,54.27,25.0,0.25004606596646395,365,Random Forest Balanced,0.5399999999999998,0,0.00125
709916,Detergent,Household Care,Varkey LLC,2024-07,2024-08,2024-10,236.32,7,237.0,0,27,911.52,1.6875,1.1184939904104814,0.5625,33.76,45.01,25.0,0.2499444567873806,365,Random Forest Balanced,0.5399999999999998,0,0.00125
131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",2024-05,2024-06,2024-08,894.8499999999999,11,192.0,0,33,2684.5499999999997,2.357142857142857,1.0067933411652314,0.7857142857142857,81.35,125.15,35.0,0.34998002397123457,365,Random Forest Balanced,0.5399999999999998,0,0.0014285714285714286
131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",2024-06,2024-07,2024-09,1057.55,13,190.0,0,36,2928.6,2.4,0.9553525070351848,0.8,81.35,125.15,35.0,0.34998002397123457,365,Random Forest Balanced,0.5399999999999998,0,0.0014285714285714286
652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,2024-06,2024-07,2024-09,22.04,1,253.0,0,28,617.12,1.8666666666666667,1.124939259779131,0.5333333333333333,22.04,36.73,40.0,0.39994554859787634,180,Random Forest Balanced,0.5399999999999998,0,0.0015182648401826486
652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,2024-07,2024-08,2024-10,110.2,5,247.0,0,29,639.16,1.8125,1.1256389386539678,0.5625,22.04,36.73,40.0,0.39994554859787634,180,Random Forest Balanced,0.5399999999999998,0,0.0015182648401826486
760684,Rice,Grocery & Staples,Kanda-Gupta,2024-05,2024-06,2024-08,214.79999999999998,3,244.0,0,29,2076.3999999999996,2.0714285714285716,1.143423766187582,0.5714285714285714,71.6,84.24,15.0,0.15004748338081672,365,Random Forest Balanced,0.5399999999999998,0,0.0015476190476190479
818522,Cheese,Dairy & Breakfast,Hora-Roy,2024-05,2024-06,2024-08,288.27,3,238.0,0,24,2306.16,1.7142857142857142,1.4183624842585683,0.42857142857142855,96.09,120.11,20.0,0.19998334859711928,7,Random Forest Balanced,0.5399999999999998,0,0.0016666666666666668
818522,Cheese,Dairy & Breakfast,Hora-Roy,2024-06,2024-07,2024-09,1345.26,14,167.0,0,24,2306.16,1.6,1.490295991693309,0.4,96.09,120.11,20.0,0.19998334859711928,7,Random Forest Balanced,0.5399999999999998,0,0.0016666666666666668
240179,Cough Syrup,Pharmacy,Ram-Suri,2024-05,2024-06,2024-08,181.12,2,247.0,0,36,3260.1600000000003,2.5714285714285716,1.2826921475159754,0.7142857142857143,90.56,113.2,20.0,0.2,365,Random Forest Balanced,0.5399999999999998,0,0.0017647058823529412
272170,Ice Cream,Instant & Frozen Food,Purohit Group,2024-06,2024-07,2024-09,844.8000000000001,6,199.0,0,20,2816.0,1.3333333333333333,1.0856202966836188,0.5333333333333333,140.8,234.67,40.0,0.4000085226062129,180,Random Forest Balanced,0.5399999999999998,0,0.0018614020950846093
272170,Ice Cream,Instant & Frozen Food,Purohit Group,2024-05,2024-06,2024-08,563.2,4,217.0,0,20,2816.0,1.4285714285714286,1.016782254883588,0.5714285714285714,140.8,234.67,40.0,0.4000085226062129,180,Random Forest Balanced,0.5399999999999998,0,0.0018614020950846093
563740,Chips,Snacks & Munchies,Mann-Kapadia,2024-06,2024-07,2024-09,192.66,2,247.0,0,33,3178.89,2.2,0.7329325225725954,0.8,96.33,148.2,35.0,0.35,90,Random Forest Balanced,0.5399999999999998,0,0.0019047619047619048
563740,Chips,Snacks & Munchies,Mann-Kapadia,2024-07,2024-08,2024-10,288.99,3,233.0,0,34,3275.22,2.125,0.7465414296025595,0.8125,96.33,148.2,35.0,0.35,90,Random Forest Balanced,0.5399999999999998,0,0.0019047619047619048
563740,Chips,Snacks & Munchies,Mann-Kapadia,2024-05,2024-06,2024-08,385.32,4,229.0,0,30,2889.9,2.142857142857143,0.7734924681537618,0.7857142857142857,96.33,148.2,35.0,0.35,90,Random Forest Balanced,0.5399999999999998,0,0.0019047619047619048
217710,Eggs,Dairy & Breakfast,Rout-Sarna,2024-06,2024-07,2024-09,234.36,4,241.0,0,27,1581.93,1.8,0.96682173541848,0.6666666666666666,58.59,73.24,20.0,0.20002730748225003,7,Random Forest Balanced,0.5399999999999998,0,0.0019047619047619048
298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",2024-05,2024-06,2024-08,2572.64,14,117.0,0,17,3123.92,1.2142857142857142,1.2162943061748794,0.5714285714285714,183.76,229.7,20.0,0.2,365,Random Forest Balanced,0.5399999999999998,0,0.0019090909090909091
689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,2024-07,2024-08,2024-10,326.34,7,229.0,0,44,2051.2799999999997,2.75,1.15374584574941,0.6875,46.62,77.7,40.0,0.4000000000000001,180,Random Forest Balanced,0.5399999999999998,0,0.0019349315068493149
490939,Lotion,Personal Care,"Roy, Barad and De",2024-06,2024-07,2024-09,802.5,10,201.0,0,18,1444.5,1.2,1.4840420992616594,0.5333333333333333,80.25,123.46,35.0,0.3499919002105945,365,Random Forest Balanced,0.5399999999999998,0,0.00202020202020202
700048,Dish Soap,Household Care,Khalsa-Bhavsar,2024-07,2024-08,2024-10,1271.52,9,173.0,0,30,4238.400000000001,1.875,1.0281951104655114,0.75,141.28,188.37,25.0,0.24998672824759782,365,Random Forest Balanced,0.5399999999999998,0,0.002142857142857143
11422,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,2024-06,2024-07,2024-09,0.0,0,254.0,0,24,3051.84,1.6,1.1524430571616109,0.6666666666666666,127.16,169.55,25.0,0.25001474491300507,3,Random Forest Balanced,0.5399999999999998,0,0.0022727272727272726
449106,Soap,Personal Care,"Shere, Thakur and Naik",2024-05,2024-06,2024-08,242.74999999999997,5,243.0,0,23,1116.6499999999999,1.6428571428571428,1.160019354709592,0.5714285714285714,48.55,74.69,35.0,0.3499799169902263,365,Random Forest Balanced,0.5399999999999998,0,0.0023611111111111107
187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,2024-05,2024-06,2024-08,53.49,1,255.0,0,24,1283.76,1.7142857142857142,0.9822136171646114,0.6428571428571429,53.49,89.15,40.0,0.4,180,Random Forest Balanced,0.5399999999999998,0,0.0024240619416319234
930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",2024-05,2024-06,2024-08,1326.29,7,168.0,0,19,3599.93,1.3571428571428572,1.3741704197944193,0.5,189.47,270.67,30.0,0.29999630546421846,365,Random Forest Balanced,0.5399999999999998,0,0.0025
677542,Toilet Cleaner,Household Care,Thaman-Lanka,2024-07,2024-08,2024-10,2126.1000000000004,10,138.0,0,22,4677.42,1.375,1.376705053527339,0.5,212.61,283.48,25.0,0.25,365,Random Forest Balanced,0.5399999999999998,0,0.0025
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",2024-06,2024-07,2024-09,742.4399999999999,6,205.0,0,30,3712.2,2.0,1.118033988749895,0.6,123.74,164.99,25.0,0.2500151524334809,365,Random Forest Balanced,0.5399999999999998,0,0.0025000000000000005
473647,Toothpaste,Personal Care,Ben-Ravi,2024-06,2024-07,2024-09,215.24999999999997,5,243.0,0,22,947.0999999999999,1.4666666666666666,0.9936338090056395,0.6,43.05,66.23,35.0,0.34999245055110983,365,Random Forest Balanced,0.5399999999999998,0,0.002666666666666667
144124,Detergent,Household Care,Lalla-Srinivasan,2024-05,2024-06,2024-08,813.3499999999999,5,200.0,0,34,5530.78,2.4285714285714284,1.2055236195246588,0.7142857142857143,162.67,216.89,25.0,0.24998847341970584,365,Random Forest Balanced,0.5399999999999998,0,0.002748917748917749
455755,Detergent,Household Care,Mangal-Sathe,2024-06,2024-07,2024-09,484.99000000000007,11,223.0,0,26,1146.3400000000001,1.7333333333333334,1.2035977344361422,0.4666666666666667,44.09,58.79,25.0,0.25004252423881607,365,Random Forest Balanced,0.5399999999999998,0,0.002769230769230769
490939,Lotion,Personal Care,"Roy, Barad and De",2024-05,2024-06,2024-08,722.25,9,205.0,0,12,963.0,0.8571428571428571,1.4366984945013912,0.5,80.25,123.46,35.0,0.3499919002105945,365,Random Forest Balanced,0.5399999999999998,0,0.0027777777777777775
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2024-05,2024-06,2024-08,1179.84,12,177.0,0,21,2064.72,1.5,0.9336995618478525,0.7142857142857143,98.32,151.26,35.0,0.3499933888668518,365,Random Forest Balanced,0.5399999999999998,0,0.0029999999999999996
888807,Bread,Dairy & Breakfast,Arya Group,2024-06,2024-07,2024-09,2766.96,12,109.0,0,19,4381.02,1.2666666666666666,1.3165411386833556,0.4666666666666667,230.58,288.23,20.0,0.2000138778059189,7,Random Forest Balanced,0.5399999999999998,0,0.003068181818181818
760684,Rice,Grocery & Staples,Kanda-Gupta,2024-07,2024-08,2024-10,358.0,5,228.0,0,32,2291.2,2.0,1.140175425099138,0.5625,71.6,84.24,15.0,0.15004748338081672,365,Random Forest Balanced,0.5399999999999998,0,0.0032142857142857147
217710,Eggs,Dairy & Breakfast,Rout-Sarna,2024-07,2024-08,2024-10,234.36,4,238.0,0,27,1581.93,1.6875,1.0313778567980652,0.625,58.59,73.24,20.0,0.20002730748225003,7,Random Forest Balanced,0.5399999999999998,0,0.0033333333333333335
131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",2024-07,2024-08,2024-10,406.75,5,223.0,0,44,3579.3999999999996,2.75,0.952884557916778,0.8125,81.35,125.15,35.0,0.34998002397123457,365,Random Forest Balanced,0.5399999999999998,0,0.0033730158730158727
